Date,CO2,Crude,Transportation(IYT),Industry(DJI),Agriculture(DBA),XLE,Petroleum Consumption
"Sep 10, 2018",405.88,68.78,201.111618,26656.98047,16.637836,64.18399,20567
"Sep 17, 2018",405.74,68.95,198.311325,26439.92969,16.452755,64.910019,20989
"Sep 24, 2018",405.69,70.29,197.345871,26627.48047,16.706024,65.913307,20001
"Oct 01, 2018",405.77,72.26,181.658081,25052.83008,16.871624,67.149063,20221
"Oct 08, 2018",406.2,75.12,181.813492,25379.44922,17.095669,63.528797,19810
"Oct 15, 2018",406.81,72.95,176.218338,24984.55078,17.10541,62.249516,20012
"Oct 22, 2018",406.67,70.24,181.230667,25380.74023,17.163858,57.854725,21546
"Oct 29, 2018",407.18,67.47,186.437271,26191.2207,17.046965,58.794598,21059
"Nov 05, 2018",408.94,65.07,185.844742,25289.26953,16.793695,59.612633,20459
"Nov 12, 2018",408.78,61.57,181.454071,24464.68945,16.793695,58.463902,22421
"Nov 19, 2018",408.58,56.96,187.214355,25338.83984,16.842402,55.618156,21208
"Nov 26, 2018",408.68,53.97,181.599792,24947.66992,16.803434,57.53273,20563
"Dec 03, 2018",409.6,51.17,169.63237,24597.38086,16.959293,55.757401,20578
"Dec 10, 2018",409.51,52.64,157.781509,22859.59961,16.696281,54.03429,21479
"Dec 17, 2018",409.33,51.52,160.489792,23138.82031,16.462496,48.830151,22361
"Dec 24, 2018",409.8,46.96,155.627945,22686.2207,16.707588,50.112602,20763
"Dec 31, 2018",410.86,44.24,168.703278,24001.91992,16.914341,52.589687,19093
"Jan 07, 2019",410.55,46.48,170.905258,24370.09961,16.934032,54.469456,19769
"Jan 14, 2019",412.19,50.97,172.386215,24553.24023,16.924187,56.076927,20912
"Jan 21, 2019",411.23,52.16,176.195816,24999.66992,16.658361,55.27758,21494
"Jan 28, 2019",411.83,53.16,178.75827,25169.5293,16.687899,56.999241,20835
"Feb 04, 2019",412.63,53.72,184.828293,25439.39063,16.451607,55.286366,21826
"Feb 11, 2019",411.19,53.52,186.494354,25850.63086,16.471298,58.079674,19169
"Feb 18, 2019",412.62,53.88,183.94162,25916,16.185783,57.763447,20767
"Feb 25, 2019",412.37,56.56,178.621872,25473.23047,15.959339,58.369537,21494
"Mar 04, 2019",412.37,56.19,181.856598,25709.93945,16.215319,56.129623,20487
"Mar 11, 2019",412.02,56.42,180.32695,25962.50977,16.559908,57.54385,20773
"Mar 18, 2019",411.53,57.81,181.419281,25717.46094,16.392536,57.959759,21470
"Mar 25, 2019",412.4,59.39,187.850739,26384.63086,16.727278,58.535194,20111
"Apr 01, 2019",413.35,59.52,189.600311,26143.05078,16.500835,59.854275,20029
"Apr 08, 2019",413.82,62.36,193.109253,26559.53906,16.471298,59.810001,20307
"Apr 15, 2019",413.99,64.09,190.519089,26462.08008,15.93965,59.482456,19887
"Apr 22, 2019",414.52,63.84,189.717621,26307.78906,15.870732,58.623718,20420
"Apr 29, 2019",414.54,65.28,187.010147,25828.35938,15.388309,56.879704,20107
"May 06, 2019",415.62,62.95,186.60939,25862.67969,15.821505,56.702648,20420
"May 13, 2019",414.97,61.83,179.06369,25490.4707,15.860887,56.437061,19454
"May 20, 2019",414.52,62.09,174.929214,25169.88086,16.49099,54.551399,19649
"May 27, 2019",414.62,60.81,177.793045,25720.66016,16.38269,52.028328,21419
"Jun 03, 2019",414.31,57.33,182.494461,26106.76953,16.510681,54.241554,19398
"Jun 10, 2019",414.09,53,183.090698,26753.16992,16.500835,54.011375,21121
"Jun 17, 2019",413.65,52.49,181.837921,26526.58008,16.49099,56.268856,20816
"Jun 24, 2019",413.66,54.73,185.681152,26966,16.431919,56.916473,20880
"Jul 01, 2019",412.32,58.6,183.259506,27088.08008,16.510681,56.362587,20756
"Jul 08, 2019",412.38,57.51,185.847839,27222.9707,16.156248,57.56863,21261
"Jul 15, 2019",411.08,59.27,188.573395,27140.98047,16.166092,56.067776,20260
"Jul 22, 2019",410.29,56.98,184.024246,26583.41992,15.506454,55.790829,21549
"Jul 29, 2019",410.56,56.22,182.181076,26378.18945,15.437536,53.959431,21287
"Aug 05, 2019",410.5,56.62,172.298462,25579.39063,14.896041,52.798038,21484
"Aug 12, 2019",409.8,53.29,177.984863,26252.24023,14.886195,50.939838,22055
"Aug 19, 2019",409.68,55.32,178.543732,26362.25,14.76805,49.99287,21004
"Aug 26, 2019",409.07,55.55,183.377167,26728.15039,14.689288,51.350792,22225
"Sep 02, 2019",408.84,55.23,189.445938,27182.44922,15.161865,52.735512,21627
"Sep 09, 2019",408.74,55.62,185.710571,27094.78906,15.270164,54.566914,21426
"Sep 16, 2019",408.55,56.19,183.337967,26891.11914,15.496608,54.745583,20278
"Sep 23, 2019",408.2,59.31,175.533905,26201.03906,15.634443,53.758747,21199
"Sep 30, 2019",408.61,56.95,178.044205,26496.66992,15.44738,51.730282,20762
"Oct 07, 2019",408.85,53.12,185.565262,27025.88086,15.654133,52.190067,21412
"Oct 14, 2019",408.95,53.24,188.725296,26805.5293,15.595061,51.414742,20938
"Oct 21, 2019",409.52,53.49,185.78186,27046.23047,15.693515,53.659573,21171
"Oct 28, 2019",410.13,55.27,196.000244,27674.80078,15.83135,53.443203,21644
"Nov 04, 2019",410.42,55.36,192.101898,27781.96094,15.93965,54.714371,21077
"Nov 11, 2019",410.41,56.9,189.030472,27766.28906,15.791969,54.16444,21515
"Nov 18, 2019",410.95,57.05,193.775436,28164,15.83135,53.939049,21275
"Nov 25, 2019",411.29,57.14,187.268326,27677.78906,15.93965,53.091602,21128
"Dec 02, 2019",411.55,57.56,191.15683,28132.05078,16.333464,53.839882,21108
"Dec 09, 2019",412.11,57.62,190.861496,28376.96094,16.294083,54.371792,18368
"Dec 16, 2019",412.43,59.25,193.939301,28621.39063,16.116867,55.318405,21810
"Dec 23, 2019",413.21,60.75,194.670013,28868.80078,16.5,56.149452,21351
"Dec 30, 2019",413.6,61.26,195.311874,28956.90039,16.35,54.984226,19955
"Jan 06, 2020",413.02,62.12,200.288727,29297.64063,16.35,56.075386,19366
"Jan 13, 2020",413.87,60.84,197.346085,29160.08984,16.41,55.428467,19047
"Jan 20, 2020",414.26,58.24,191.944611,28859.43945,15.74,53.084572,21474
"Jan 27, 2020",414.53,56.22,192.714828,29379.76953,15.77,50.103134,19598
"Feb 03, 2020",414.63,52.73,194.837906,29423.31055,15.91,50.609417,20810
"Feb 10, 2020",414.29,50.35,195.677261,29219.98047,15.95,51.171955,20965
"Feb 17, 2020",413.95,50.83,168.581039,25766.64063,15.35,50.759426,19602
"Feb 24, 2020",414.09,53.13,160.24678,26121.2793,15.23,42.443279,19870
"Mar 02, 2020",414.34,48.38,129.240204,21200.61914,14.27,39.846241,21265
"Mar 09, 2020",414.51,45.58,125.596436,20087.18945,13.88,30.180012,21875
"Mar 16, 2020",415.78,32.34,142.225433,22552.16992,14.47,24.245268,21456
"Mar 23, 2020",415.98,24.73,132.398743,21413.43945,13.6,26.561037,19420
"Mar 30, 2020",416.68,23.19,146.488144,23719.36914,13.78,28.593195,17852
"Apr 06, 2020",416.51,22.91,141.887726,23537.67969,13.49,32.504036,14437
"Apr 13, 2020",416.12,24.39,141.222015,23515.25977,13.56,32.542374,13797
"Apr 20, 2020",417.05,20.11,148.962234,24345.7207,13.69,33.184593,14103
"Apr 27, 2020",417.06,3.92,141.808228,23875.89063,13.85,34.363594,15763
"May 04, 2020",417.03,15.76,138.370331,23625.33984,13.53,37.172112,15354
"May 11, 2020",417.21,23.45,148.972168,24474.11914,13.57,34.497791,16814
"May 18, 2020",417.67,26.44,158.888428,25400.64063,13.67,36.884552,16586
"May 25, 2020",417.44,33,168.943771,26281.82031,13.82,37.152939,15958
"Jun 01, 2020",416.58,34.09,155.927444,25128.16992,13.6,42.980854,15066
"Jun 08, 2020",416.5,37.3,162.127594,26080.09961,13.49,38.168991,17573
"Jun 15, 2020",416.28,37.87,158.916229,25745.59961,13.42,37.929356,17290
"Jun 22, 2020",415.67,38.41,163.06102,25827.35938,13.63,34.996231,18348
"Jun 29, 2020",415.47,39.21,161.436966,25706.08984,13.71,36.250793,17353
"Jul 06, 2020",414.76,39.86,172.82515,26734.71094,13.66,34.5033,18120
"Jul 13, 2020",414.11,40.46,172.496353,26652.33008,13.73,35.619751,18480
"Jul 20, 2020",413.45,40.59,174.807861,26313.65039,13.96,36.415833,17654
"Jul 27, 2020",413.4,41.41,182.300339,27386.98047,14.14,34.979004,19094
"Aug 03, 2020",412.98,40.82,192.034576,27896.7207,14.28,36.095459,17912
"Aug 10, 2020",412.62,41.61,192.193985,27739.73047,14.31,37.075996,19369
"Aug 17, 2020",412.19,42.09,197.733658,28492.26953,14.6,34.979004,17159
"Aug 24, 2020",411.82,42.73,197.31517,28292.73047,14.67,35.377045,19619
"Aug 31, 2020",411.6,43.07,197.673859,27534.58008,14.72,33.852844,16979
"Sep 07, 2020",411.7,41.6,204.399155,27901.98047,14.89,31.668472,18678
"Sep 14, 2020",411.23,37.36,195.960144,26815.43945,14.62,32.629597,17027
"Sep 21, 2020",411.29,39.56,198.229706,27816.90039,14.65,29.29965,18439
"Sep 28, 2020",411.28,39.88,207.813248,28425.50977,14.91,28.923168,17447
"Oct 05, 2020",411.35,39.18,211.946152,28494.19922,14.87,30.383636,18345
"Oct 12, 2020",411.75,40.33,207.48381,28363.66016,14.92,29.791553,19475
"Oct 19, 2020",411.71,40.5,197.59079,26659.10938,14.54,29.988913,18112
"Oct 26, 2020",411.99,40.56,205.587067,28390.17969,14.81,28.340954,19631
"Nov 02, 2020",412.98,37.5,208.482101,29080.16992,15.01,28.548183,18362
"Nov 09, 2020",412.76,37.91,217.596451,29483.23047,15.4,33.432854,20180
"Nov 16, 2020",414.07,40.87,222.59787,29872.4707,15.48,35.337383,19564
"Nov 23, 2020",413.97,41.7,221.978928,29969.51953,15.38,38.396469,19156
"Nov 30, 2020",413.63,44.56,223.875671,29999.25977,15.34,40.093769,18468
"Dec 07, 2020",414.15,45.41,222.59787,30303.36914,15.61,40.577297,18534
"Dec 14, 2020",414.84,46.05,220.75,30199.86914,15.83,38.880001,19335
"Dec 21, 2020",415.33,47.98,220.539993,30606.48047,16.139999,37.616894,19088
"Dec 28, 2020",415.38,47.78,226.050003,31041.13086,16.120001,37.900002,19317
"Jan 04, 2021",415.07,48.14,231.460007,30991.51953,16.51,41.419998,17054
"Jan 11, 2021",415.42,50.25,227.600006,31176.00977,16.469999,42.75,19607
"Jan 18, 2021",416.01,52.86,219.029999,30603.35938,16.299999,42.07,19642
"Jan 25, 2021",417.12,52.91,223.820007,31055.85938,16.559999,39.32,19681
"Feb 01, 2021",416.92,52.55,228.149994,31430.69922,16.66,42.560001,18528
"Feb 08, 2021",416.51,55.42,229.860001,31493.33984,16.950001,44.669998,20183
,,,,,,,
,,,,,,,
,,,,,,,
